Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
7/29/2025 23:51:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/29/2025 23:52:34,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/29/2025 23:54:19,40+,Male,No,No,,Neutral,Not sure,Not sure,Lack of awareness,Maybe,Offline Mode Usage
7/30/2025 10:55:32,40+,Female,No,No,,Neutral,Not sure,Not sure,Lack of awareness,Maybe,Offline Mode Usage
7/30/2025 10:56:04,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 10:57:02,20+,Male,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 10:57:23,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Privacy issues,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 10:57:46,20+,Male,Yes,Yes,"ChatGPT, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 10:58:07,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 10:58:23,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 10:58:50,40+,Female,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 10:59:11,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:10:48,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/30/2025 18:11:03,40+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:11:25,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:11:44,20+,Female,Yes,Yes,"ChatGPT, Gemini, Deepseek",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:12:11,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:12:26,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:12:51,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:13:07,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:13:30,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:14:18,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:14:31,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:14:50,20+,Female,Yes,Yes,"ChatGPT, Gemini, Deepseek",Agree,Yes,Yes,Lack of awareness,Yes,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:15:14,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:16:10,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:16:38,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:17:22,20+,Male,Yes,Yes,"ChatGPT, Gemini, Deepseek",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/30/2025 18:19:42,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/30/2025 18:20:20,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/30/2025 18:21:15,20+,Male,Yes,Yes,"ChatGPT, Gemini, Deepseek",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:23:08,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:23:49,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:24:42,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:25:09,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:25:51,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:37:52,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:38:12,20+,Female,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:38:29,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:38:45,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:39:02,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:39:21,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:39:42,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:40:04,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:40:21,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 18:40:40,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 18:40:55,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:21:43,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:21:58,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:22:18,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/30/2025 23:22:35,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:22:54,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:23:08,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/30/2025 23:23:46,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/31/2025 11:09:37,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 11:10:05,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/31/2025 11:11:59,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/31/2025 11:12:24,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 20:38:34,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
7/31/2025 20:39:14,20+,Female,Yes,Yes,ChatGPT,Agree,Yes,Yes,Privacy issues,Yes,Emotion Sensing
7/31/2025 20:39:55,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
7/31/2025 20:40:26,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/31/2025 20:40:57,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
7/31/2025 20:41:29,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Routine and Reminder Automation
7/31/2025 20:50:12,20+,Female,No,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 20:52:54,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/31/2025 20:59:43,20+,Female,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
7/31/2025 21:02:09,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
7/31/2025 21:02:31,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 21:03:42,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Agree,Yes,Yes,Privacy issues,Yes,"Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 21:11:04,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing, Routine and Reminder Automation"
7/31/2025 21:14:14,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek",Agree,Not sure,Not sure,Cost and accessibility,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
7/31/2025 21:15:28,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Not sure,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
7/31/2025 21:16:29,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Not sure,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
7/31/2025 21:23:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/31/2025 21:27:35,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/31/2025 21:31:21,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Not sure,Yes,Over-reliance on AI,Yes,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/31/2025 21:33:50,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
7/31/2025 21:36:44,20+,Female,Yes,Yes,ChatGPT,Neutral,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
7/31/2025 21:39:46,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of human interaction,Yes,Routine and Reminder Automation
7/31/2025 21:55:25,20+,Female,No,Yes,ChatGPT,Neutral,Not sure,Not sure,Lack of awareness,Maybe,Remembering Previous Data
7/31/2025 23:13:32,20+,Male,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
7/31/2025 23:14:02,20+,Female,Yes,Yes,ChatGPT,Agree,Yes,Yes,Lack of human interaction,Yes,"Multimodal Input (Image, Video, Text, Voice)"
8/1/2025 12:00:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Emotion Sensing
8/1/2025 12:00:56,20+,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Privacy issues,Yes,Offline Mode Usage
8/1/2025 12:01:19,Under 20,Female,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
8/1/2025 12:01:41,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
8/1/2025 12:02:05,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Multimodal Input (Image, Video, Text, Voice)"
8/1/2025 12:02:32,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,No,Yes,Lack of awareness,Yes,Emotion Sensing
8/1/2025 12:02:55,20+,Male,Yes,Yes,"ChatGPT, Gemini, Deepseek",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
8/1/2025 12:03:18,20+,Female,Yes,Yes,ChatGPT,Agree,Yes,Yes,Cost and accessibility,Yes,Offline Mode Usage
8/1/2025 20:39:31,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Maybe,"Offline Mode Usage, Emotion Sensing"
8/1/2025 20:39:56,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:40:22,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:40:47,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:41:17,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:41:41,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:42:03,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:42:27,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:42:52,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/1/2025 20:43:58,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Cost and accessibility,Yes,Offline Mode Usage
8/1/2025 20:44:25,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Emotion Sensing"
8/1/2025 20:47:03,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Offline Mode Usage
8/1/2025 20:48:53,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:49:22,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:49:48,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:50:12,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:50:36,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:50:57,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/1/2025 20:51:23,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Other",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:51:45,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:52:19,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:52:44,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:53:07,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/1/2025 20:53:52,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:54:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:55:11,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/1/2025 20:55:39,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:56:24,20+,Female,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Privacy issues,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/1/2025 20:57:41,40+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
